Date,FIX,"Published in
DOF","In order to pay
obligations"
01/07/2011,12.2369,12.2256,12.2064
01/08/2011,N/E,N/E,12.2256
01/09/2011,N/E,N/E,12.2256
01/10/2011,12.2542,12.2369,12.2256
01/11/2011,12.1907,12.2542,12.2369
01/12/2011,12.0757,12.1907,12.2542
01/13/2011,12.1028,12.0757,12.1907
01/14/2011,12.0871,12.1028,12.0757
01/15/2011,N/E,N/E,12.1028
01/16/2011,N/E,N/E,12.1028
01/17/2011,12.0299,12.0871,12.1028
01/18/2011,12.0261,12.0299,12.0871
01/19/2011,12.0744,12.0261,12.0299
01/20/2011,12.0903,12.0744,12.0261
01/21/2011,12.0482,12.0903,12.0744
01/22/2011,N/E,N/E,12.0903
01/23/2011,N/E,N/E,12.0903
01/24/2011,12.0516,12.0482,12.0903
01/25/2011,12.0856,12.0516,12.0482
01/26/2011,12.0408,12.0856,12.0516
01/27/2011,12.0239,12.0408,12.0856
01/28/2011,12.1214,12.0239,12.0408
01/29/2011,N/E,N/E,12.0239
01/30/2011,N/E,N/E,12.0239
01/31/2011,12.1519,12.1214,12.0239
02/01/2011,12.0170,12.1519,12.1214
02/02/2011,12.0190,12.0170,12.1519
02/03/2011,12.0499,12.0190,12.0170
02/04/2011,11.9946,12.0499,12.0190
02/05/2011,N/E,N/E,12.0499
02/06/2011,N/E,N/E,12.0499
02/07/2011,N/E,11.9946,12.0499
02/08/2011,11.9937,N/E,11.9946
02/09/2011,12.0432,11.9937,N/E
02/10/2011,12.0937,12.0432,11.9937
02/11/2011,12.0635,12.0937,12.0432
02/12/2011,N/E,N/E,12.0937
02/13/2011,N/E,N/E,12.0937
02/14/2011,12.0461,12.0635,12.0937
02/15/2011,12.1140,12.0461,12.0635
02/16/2011,12.0957,12.1140,12.0461
02/17/2011,12.0483,12.0957,12.1140
02/18/2011,12.0172,12.0483,12.0957
02/19/2011,N/E,N/E,12.0483
02/20/2011,N/E,N/E,12.0483
02/21/2011,12.0558,12.0172,12.0483
02/22/2011,12.0917,12.0558,12.0172
02/23/2011,12.1900,12.0917,12.0558
02/24/2011,12.1730,12.1900,12.0917
02/25/2011,12.1235,12.1730,12.1900
02/26/2011,N/E,N/E,12.1730
02/27/2011,N/E,N/E,12.1730
02/28/2011,12.1062,12.1235,12.1730
03/01/2011,12.0929,12.1062,12.1235
03/02/2011,12.0981,12.0929,12.1062
03/03/2011,12.0368,12.0981,12.0929
03/04/2011,12.0064,12.0368,12.0981
03/05/2011,N/E,N/E,12.0368
03/06/2011,N/E,N/E,12.0368
03/07/2011,12.0170,12.0064,12.0368
03/08/2011,12.0254,12.0170,12.0064
03/09/2011,11.9680,12.0254,12.0170
03/10/2011,11.9755,11.9680,12.0254
03/11/2011,11.9441,11.9755,11.9680
03/12/2011,N/E,N/E,11.9755
03/13/2011,N/E,N/E,11.9755
03/14/2011,11.9235,11.9441,11.9755
03/15/2011,12.0171,11.9235,11.9441
03/16/2011,12.0710,12.0171,11.9235
03/17/2011,12.0925,12.0710,12.0171
03/18/2011,12.0615,12.0925,12.0710
03/19/2011,N/E,N/E,12.0925
03/20/2011,N/E,N/E,12.0925
03/21/2011,N/E,12.0615,12.0925
03/22/2011,11.9885,N/E,12.0615
03/23/2011,12.0004,11.9885,N/E
03/24/2011,11.9555,12.0004,11.9885
03/25/2011,11.9505,11.9555,12.0004
03/26/2011,N/E,N/E,11.9555
03/27/2011,N/E,N/E,11.9555
03/28/2011,11.9590,11.9505,11.9555
03/29/2011,11.9678,11.9590,11.9505
03/30/2011,11.9219,11.9678,11.9590
03/31/2011,11.9084,11.9219,11.9678
04/01/2011,11.8412,11.9084,11.9219
04/02/2011,N/E,N/E,11.9084
04/03/2011,N/E,N/E,11.9084
04/04/2011,11.8533,11.8412,11.9084
04/05/2011,11.8322,11.8533,11.8412
04/06/2011,11.7836,11.8322,11.8533
04/07/2011,11.7931,11.7836,11.8322
04/08/2011,11.7421,11.7931,11.7836
04/09/2011,N/E,N/E,11.7931
04/10/2011,N/E,N/E,11.7931
04/11/2011,11.7447,11.7421,11.7931
04/12/2011,11.8266,11.7447,11.7421
04/13/2011,11.7907,11.8266,11.7447
04/14/2011,11.7679,11.7907,11.8266
04/15/2011,11.7090,11.7679,11.7907
04/16/2011,N/E,N/E,11.7679
04/17/2011,N/E,N/E,11.7679
04/18/2011,11.7783,11.7090,11.7679
04/19/2011,11.6925,11.7783,11.7090
04/20/2011,11.6252,11.6925,11.7783
04/21/2011,N/E,11.6252,11.6925
04/22/2011,N/E,N/E,11.6252
04/23/2011,N/E,N/E,N/E
04/24/2011,N/E,N/E,N/E
04/25/2011,11.6294,N/E,N/E
04/26/2011,11.5824,11.6294,N/E
04/27/2011,11.5868,11.5824,11.6294
04/28/2011,11.5428,11.5868,11.5824
04/29/2011,11.5278,11.5428,11.5868
04/30/2011,N/E,N/E,11.5428
05/01/2011,N/E,N/E,11.5428
05/02/2011,11.5023,11.5278,11.5428
05/03/2011,11.5665,11.5023,11.5278
05/04/2011,11.6214,11.5665,11.5023
05/05/2011,11.6934,11.6214,11.5665
05/06/2011,11.6090,11.6934,11.6214
05/07/2011,N/E,N/E,11.6934
05/08/2011,N/E,N/E,11.6934
05/09/2011,11.6410,11.6090,11.6934
05/10/2011,11.6009,11.6410,11.6090
05/11/2011,11.6075,11.6009,11.6410
05/12/2011,11.6656,11.6075,11.6009
05/13/2011,11.7219,11.6656,11.6075
05/14/2011,N/E,N/E,11.6656
05/15/2011,N/E,N/E,11.6656
05/16/2011,11.7094,11.7219,11.6656
05/17/2011,11.7660,11.7094,11.7219
05/18/2011,11.7234,11.7660,11.7094
05/19/2011,11.6588,11.7234,11.7660
05/20/2011,11.6467,11.6588,11.7234
05/21/2011,N/E,N/E,11.6588
05/22/2011,N/E,N/E,11.6588
05/23/2011,11.7292,11.6467,11.6588
05/24/2011,11.7032,11.7292,11.6467
05/25/2011,11.6948,11.7032,11.7292
05/26/2011,11.6956,11.6948,11.7032
05/27/2011,11.6256,11.6956,11.6948
05/28/2011,N/E,N/E,11.6956
05/29/2011,N/E,N/E,11.6956
05/30/2011,11.6123,11.6256,11.6956
05/31/2011,11.5780,11.6123,11.6256
06/01/2011,11.6277,11.5780,11.6123
06/02/2011,11.6739,11.6277,11.5780
06/03/2011,11.6689,11.6739,11.6277
06/04/2011,N/E,N/E,11.6739
06/05/2011,N/E,N/E,11.6739
06/06/2011,11.6983,11.6689,11.6739
06/07/2011,11.7196,11.6983,11.6689
06/08/2011,11.8001,11.7196,11.6983
06/09/2011,11.7965,11.8001,11.7196
06/10/2011,11.8686,11.7965,11.8001
06/11/2011,N/E,N/E,11.7965
06/12/2011,N/E,N/E,11.7965
06/13/2011,11.8680,11.8686,11.7965
06/14/2011,11.7982,11.8680,11.8686
06/15/2011,11.8751,11.7982,11.8680
06/16/2011,11.9591,11.8751,11.7982
06/17/2011,11.9006,11.9591,11.8751
06/18/2011,N/E,N/E,11.9591
06/19/2011,N/E,N/E,11.9591
06/20/2011,11.8916,11.9006,11.9591
06/21/2011,11.8130,11.8916,11.9006
06/22/2011,11.7789,11.8130,11.8916
06/23/2011,11.8816,11.7789,11.8130
06/24/2011,11.8822,11.8816,11.7789
06/25/2011,N/E,N/E,11.8816
06/26/2011,N/E,N/E,11.8816
06/27/2011,11.8938,11.8822,11.8816
06/28/2011,11.8389,11.8938,11.8822
06/29/2011,11.7748,11.8389,11.8938
06/30/2011,11.7230,11.7748,11.8389
07/01/2011,11.6368,11.7230,11.7748
07/02/2011,N/E,N/E,11.7230
07/03/2011,N/E,N/E,11.7230
07/04/2011,11.5925,11.6368,11.7230
07/05/2011,11.6194,11.5925,11.6368
07/06/2011,11.6544,11.6194,11.5925
07/07/2011,11.5738,11.6544,11.6194
07/08/2011,11.6337,11.5738,11.6544
07/09/2011,N/E,N/E,11.5738
07/10/2011,N/E,N/E,11.5738
07/11/2011,11.7274,11.6337,11.5738
07/12/2011,11.7867,11.7274,11.6337
07/13/2011,11.7170,11.7867,11.7274
07/14/2011,11.7010,11.7170,11.7867
07/15/2011,11.7178,11.7010,11.7170
07/16/2011,N/E,N/E,11.7010
07/17/2011,N/E,N/E,11.7010
07/18/2011,11.7877,11.7178,11.7010
07/19/2011,11.6964,11.7877,11.7178
07/20/2011,11.6638,11.6964,11.7877
07/21/2011,11.6174,11.6638,11.6964
07/22/2011,11.6393,11.6174,11.6638
07/23/2011,N/E,N/E,11.6174
07/24/2011,N/E,N/E,11.6174
07/25/2011,11.6641,11.6393,11.6174
07/26/2011,11.6172,11.6641,11.6393
07/27/2011,11.6527,11.6172,11.6641
07/28/2011,11.6821,11.6527,11.6172
07/29/2011,11.7425,11.6821,11.6527
07/30/2011,N/E,N/E,11.6821
07/31/2011,N/E,N/E,11.6821
08/01/2011,11.7514,11.7425,11.6821
08/02/2011,11.7657,11.7514,11.7425
08/03/2011,11.8473,11.7657,11.7514
08/04/2011,11.9523,11.8473,11.7657
08/05/2011,11.9794,11.9523,11.8473
08/06/2011,N/E,N/E,11.9523
08/07/2011,N/E,N/E,11.9523
08/08/2011,12.1845,11.9794,11.9523
08/09/2011,12.3710,12.1845,11.9794
08/10/2011,12.3221,12.3710,12.1845
08/11/2011,12.3899,12.3221,12.3710
08/12/2011,12.2992,12.3899,12.3221
08/13/2011,N/E,N/E,12.3899
08/14/2011,N/E,N/E,12.3899
08/15/2011,12.2424,12.2992,12.3899
08/16/2011,12.2631,12.2424,12.2992
08/17/2011,12.1651,12.2631,12.2424
08/18/2011,12.3685,12.1651,12.2631
08/19/2011,12.2386,12.3685,12.1651
08/20/2011,N/E,N/E,12.3685
08/21/2011,N/E,N/E,12.3685
08/22/2011,12.2948,12.2386,12.3685
08/23/2011,12.3357,12.2948,12.2386
08/24/2011,12.3952,12.3357,12.2948
08/25/2011,12.4259,12.3952,12.3357
08/26/2011,12.4953,12.4259,12.3952
08/27/2011,N/E,N/E,12.4259
08/28/2011,N/E,N/E,12.4259
08/29/2011,12.4148,12.4953,12.4259
08/30/2011,12.4838,12.4148,12.4953
08/31/2011,12.3480,12.4838,12.4148
09/01/2011,12.2616,12.3480,12.4838
09/02/2011,12.3735,12.2616,12.3480
09/03/2011,N/E,N/E,12.2616
09/04/2011,N/E,N/E,12.2616
09/05/2011,12.5353,12.3735,12.2616
09/06/2011,12.5102,12.5353,12.3735
09/07/2011,12.4661,12.5102,12.5353
09/08/2011,12.4956,12.4661,12.5102
09/09/2011,12.6324,12.4956,12.4661
09/10/2011,N/E,N/E,12.4956
09/11/2011,N/E,N/E,12.4956
09/12/2011,12.7687,12.6324,12.4956
09/13/2011,12.8994,12.7687,12.6324
09/14/2011,12.9646,12.8994,12.7687
09/15/2011,12.9127,12.9646,12.8994
09/16/2011,N/E,12.9127,12.9646
09/17/2011,N/E,N/E,12.9127
09/18/2011,N/E,N/E,12.9127
09/19/2011,13.1860,N/E,12.9127
09/20/2011,13.1669,13.1860,N/E
09/21/2011,13.4045,13.1669,13.1860
09/22/2011,13.8917,13.4045,13.1669
09/23/2011,13.7788,13.8917,13.4045
09/24/2011,N/E,N/E,13.8917
09/25/2011,N/E,N/E,13.8917
09/26/2011,13.6677,13.7788,13.8917
09/27/2011,13.3414,13.6677,13.7788
09/28/2011,13.4217,13.3414,13.6677
09/29/2011,13.4567,13.4217,13.3414
09/30/2011,13.7994,13.4567,13.4217
10/01/2011,N/E,N/E,13.4567
10/02/2011,N/E,N/E,13.4567
10/03/2011,13.8967,13.7994,13.4567
10/04/2011,13.9714,13.8967,13.7994
10/05/2011,13.6675,13.9714,13.8967
10/06/2011,13.5341,13.6675,13.9714
10/07/2011,13.3143,13.5341,13.6675
10/08/2011,N/E,N/E,13.5341
10/09/2011,N/E,N/E,13.5341
10/10/2011,13.2751,13.3143,13.5341
10/11/2011,13.3266,13.2751,13.3143
10/12/2011,13.2213,13.3266,13.2751
10/13/2011,13.3647,13.2213,13.3266
10/14/2011,13.2711,13.3647,13.2213
10/15/2011,N/E,N/E,13.3647
10/16/2011,N/E,N/E,13.3647
10/17/2011,13.2952,13.2711,13.3647
10/18/2011,13.4445,13.2952,13.2711
10/19/2011,13.3733,13.4445,13.2952
10/20/2011,13.6628,13.3733,13.4445
10/21/2011,13.5996,13.6628,13.3733
10/22/2011,N/E,N/E,13.6628
10/23/2011,N/E,N/E,13.6628
10/24/2011,13.4889,13.5996,13.6628
10/25/2011,13.4459,13.4889,13.5996
10/26/2011,13.4914,13.4459,13.4889
10/27/2011,13.1973,13.4914,13.4459
10/28/2011,13.1132,13.1973,13.4914
10/29/2011,N/E,N/E,13.1973
10/30/2011,N/E,N/E,13.1973
10/31/2011,13.1802,13.1132,13.1973
11/01/2011,13.6282,13.1802,13.1132
11/02/2011,N/E,13.6282,13.1802
11/03/2011,13.4128,N/E,13.6282
11/04/2011,13.4698,13.4128,N/E
11/05/2011,N/E,N/E,13.4128
11/06/2011,N/E,N/E,13.4128
11/07/2011,13.4504,13.4698,13.4128
11/08/2011,13.3852,13.4504,13.4698
11/09/2011,13.5252,13.3852,13.4504
11/10/2011,13.5622,13.5252,13.3852
11/11/2011,13.4165,13.5622,13.5252
11/12/2011,N/E,N/E,13.5622
11/13/2011,N/E,N/E,13.5622
11/14/2011,13.5122,13.4165,13.5622
11/15/2011,13.5672,13.5122,13.4165
11/16/2011,13.5847,13.5672,13.5122
11/17/2011,13.6375,13.5847,13.5672
11/18/2011,13.7033,13.6375,13.5847
11/19/2011,N/E,N/E,13.6375
11/20/2011,N/E,N/E,13.6375
11/21/2011,N/E,13.7033,13.6375
11/22/2011,13.9812,N/E,13.7033
11/23/2011,14.1291,13.9812,N/E
11/24/2011,14.1778,14.1291,13.9812
11/25/2011,14.2443,14.1778,14.1291
11/26/2011,N/E,N/E,14.1778
11/27/2011,N/E,N/E,14.1778
11/28/2011,14.0344,14.2443,14.1778
11/29/2011,13.9538,14.0344,14.2443
11/30/2011,13.6100,13.9538,14.0344
12/01/2011,13.5894,13.6100,13.9538
12/02/2011,13.5488,13.5894,13.6100
12/03/2011,N/E,N/E,13.5894
12/04/2011,N/E,N/E,13.5894
12/05/2011,13.4786,13.5488,13.5894
12/06/2011,13.4970,13.4786,13.5488
12/07/2011,13.5118,13.4970,13.4786
12/08/2011,13.6569,13.5118,13.4970
12/09/2011,13.6406,13.6569,13.5118
12/10/2011,N/E,N/E,13.6569
12/11/2011,N/E,N/E,13.6569
12/12/2011,N/E,13.6406,13.6569
12/13/2011,13.7714,N/E,13.6406
12/14/2011,13.9412,13.7714,N/E
12/15/2011,13.8230,13.9412,13.7714
12/16/2011,13.8450,13.8230,13.9412
12/17/2011,N/E,N/E,13.8230
12/18/2011,N/E,N/E,13.8230
12/19/2011,13.8542,13.8450,13.8230
12/20/2011,13.7720,13.8542,13.8450
12/21/2011,13.8526,13.7720,13.8542
12/22/2011,13.8169,13.8526,13.7720
12/23/2011,13.8163,13.8169,13.8526
12/24/2011,N/E,N/E,13.8169
12/25/2011,N/E,N/E,13.8169
12/26/2011,13.8483,13.8163,13.8169
12/27/2011,13.9658,13.8483,13.8163
12/28/2011,13.9904,13.9658,13.8483
12/29/2011,13.9787,13.9904,13.9658
12/30/2011,13.9476,13.9787,13.9904
12/31/2011,N/E,N/E,13.9787
01/01/2012,N/E,N/E,13.9787
01/02/2012,13.9342,13.9476,13.9787
01/03/2012,13.6882,13.9342,13.9476
01/04/2012,13.7144,13.6882,13.9342
01/05/2012,13.7409,13.7144,13.6882
01/06/2012,13.7228,13.7409,13.7144
01/07/2012,N/E,N/E,13.7409
01/08/2012,N/E,N/E,13.7409
01/09/2012,13.7437,13.7228,13.7409
01/10/2012,13.6204,13.7437,13.7228
01/11/2012,13.6592,13.6204,13.7437
01/12/2012,13.5982,13.6592,13.6204
01/13/2012,13.6263,13.5982,13.6592
01/14/2012,N/E,N/E,13.5982
01/15/2012,N/E,N/E,13.5982
01/16/2012,13.5401,13.6263,13.5982
01/17/2012,13.4621,13.5401,13.6263
01/18/2012,13.3267,13.4621,13.5401
01/19/2012,13.2516,13.3267,13.4621
01/20/2012,13.2240,13.2516,13.3267
01/21/2012,N/E,N/E,13.2516
01/22/2012,N/E,N/E,13.2516
01/23/2012,13.1383,13.2240,13.2516
01/24/2012,13.1712,13.1383,13.2240
01/25/2012,13.1319,13.1712,13.1383
01/26/2012,12.9325,13.1319,13.1712
01/27/2012,12.9504,12.9325,13.1319
01/28/2012,N/E,N/E,12.9325
01/29/2012,N/E,N/E,12.9325
01/30/2012,13.0063,12.9504,12.9325
01/31/2012,13.0077,13.0063,12.9504
02/01/2012,12.8900,13.0077,13.0063
02/02/2012,12.8038,12.8900,13.0077
02/03/2012,12.7120,12.8038,12.8900
02/04/2012,N/E,N/E,12.8038
02/05/2012,N/E,N/E,12.8038
02/06/2012,N/E,12.7120,12.8038
02/07/2012,12.6472,N/E,12.7120
02/08/2012,12.6833,12.6472,N/E
02/09/2012,12.7200,12.6833,12.6472
02/10/2012,12.7857,12.7200,12.6833
02/11/2012,N/E,N/E,12.7200
02/12/2012,N/E,N/E,12.7200
02/13/2012,12.7392,12.7857,12.7200
02/14/2012,12.7753,12.7392,12.7857
02/15/2012,12.7658,12.7753,12.7392
02/16/2012,12.8822,12.7658,12.7753
02/17/2012,12.7856,12.8822,12.7658
02/18/2012,N/E,N/E,12.8822
02/19/2012,N/E,N/E,12.8822
02/20/2012,12.6793,12.7856,12.8822
02/21/2012,12.7408,12.6793,12.7856
02/22/2012,12.8296,12.7408,12.6793
02/23/2012,12.8294,12.8296,12.7408
02/24/2012,12.8675,12.8294,12.8296
02/25/2012,N/E,N/E,12.8294
02/26/2012,N/E,N/E,12.8294
02/27/2012,12.8779,12.8675,12.8294
02/28/2012,12.8575,12.8779,12.8675
02/29/2012,12.7891,12.8575,12.8779
03/01/2012,12.7764,12.7891,12.8575
03/02/2012,12.7723,12.7764,12.7891
03/03/2012,N/E,N/E,12.7764
03/04/2012,N/E,N/E,12.7764
03/05/2012,12.8339,12.7723,12.7764
03/06/2012,12.9777,12.8339,12.7723
03/07/2012,12.9469,12.9777,12.8339
03/08/2012,12.7840,12.9469,12.9777
03/09/2012,12.6299,12.7840,12.9469
03/10/2012,N/E,N/E,12.7840
03/11/2012,N/E,N/E,12.7840
03/12/2012,12.7150,12.6299,12.7840
03/13/2012,12.6336,12.7150,12.6299
03/14/2012,12.6719,12.6336,12.7150
03/15/2012,12.6591,12.6719,12.6336
03/16/2012,12.6645,12.6591,12.6719
03/17/2012,N/E,N/E,12.6591
03/18/2012,N/E,N/E,12.6591
03/19/2012,N/E,12.6645,12.6591
03/20/2012,12.6935,N/E,12.6645
03/21/2012,12.6833,12.6935,N/E
03/22/2012,12.8330,12.6833,12.6935
03/23/2012,12.8035,12.8330,12.6833
03/24/2012,N/E,N/E,12.8330
03/25/2012,N/E,N/E,12.8330
03/26/2012,12.6795,12.8035,12.8330
03/27/2012,12.6706,12.6795,12.8035
03/28/2012,12.8039,12.6706,12.6795
03/29/2012,12.8489,12.8039,12.6706
03/30/2012,12.8093,12.8489,12.8039
03/31/2012,N/E,N/E,12.8489
04/01/2012,N/E,N/E,12.8489
04/02/2012,12.7691,12.8093,12.8489
04/03/2012,12.7317,12.7691,12.8093
04/04/2012,12.8155,12.7317,12.7691
04/05/2012,N/E,12.8155,12.7317
04/06/2012,N/E,N/E,12.8155
04/07/2012,N/E,N/E,N/E
04/08/2012,N/E,N/E,N/E
04/09/2012,12.9902,N/E,N/E
04/10/2012,13.1568,12.9902,N/E
04/11/2012,13.1324,13.1568,12.9902
04/12/2012,13.0736,13.1324,13.1568
04/13/2012,13.1458,13.0736,13.1324
04/14/2012,N/E,N/E,13.0736
04/15/2012,N/E,N/E,13.0736
04/16/2012,13.2168,13.1458,13.0736
04/17/2012,13.0816,13.2168,13.1458
04/18/2012,13.1322,13.0816,13.2168
04/19/2012,13.2288,13.1322,13.0816
04/20/2012,13.1171,13.2288,13.1322
04/21/2012,N/E,N/E,13.2288
04/22/2012,N/E,N/E,13.2288
04/23/2012,13.2087,13.1171,13.2288
04/24/2012,13.1392,13.2087,13.1171
04/25/2012,13.1667,13.1392,13.2087
04/26/2012,13.2093,13.1667,13.1392
04/27/2012,13.0141,13.2093,13.1667
04/28/2012,N/E,N/E,13.2093
04/29/2012,N/E,N/E,13.2093
04/30/2012,12.9942,13.0141,13.2093
05/01/2012,N/E,12.9942,13.0141
05/02/2012,12.9629,N/E,12.9942
05/03/2012,12.9725,12.9629,N/E
05/04/2012,13.1344,12.9725,12.9629
05/05/2012,N/E,N/E,12.9725
05/06/2012,N/E,N/E,12.9725
05/07/2012,13.1659,13.1344,12.9725
05/08/2012,13.3374,13.1659,13.1344
05/09/2012,13.5150,13.3374,13.1659
05/10/2012,13.4470,13.5150,13.3374
05/11/2012,13.4929,13.4470,13.5150
05/12/2012,N/E,N/E,13.4470
05/13/2012,N/E,N/E,13.4470
05/14/2012,13.6739,13.4929,13.4470
05/15/2012,13.7302,13.6739,13.4929
05/16/2012,13.7747,13.7302,13.6739
05/17/2012,13.7994,13.7747,13.7302
05/18/2012,13.7809,13.7994,13.7747
05/19/2012,N/E,N/E,13.7994
05/20/2012,N/E,N/E,13.7994
05/21/2012,13.7935,13.7809,13.7994
05/22/2012,13.7203,13.7935,13.7809
05/23/2012,14.0335,13.7203,13.7935
05/24/2012,14.0040,14.0335,13.7203
05/25/2012,14.0156,14.0040,14.0335
05/26/2012,N/E,N/E,14.0040
05/27/2012,N/E,N/E,14.0040
05/28/2012,13.9439,14.0156,14.0040
05/29/2012,13.9169,13.9439,14.0156
05/30/2012,14.0749,13.9169,13.9439
05/31/2012,14.3047,14.0749,13.9169
06/01/2012,14.3949,14.3047,14.0749
06/02/2012,N/E,N/E,14.3047
06/03/2012,N/E,N/E,14.3047
06/04/2012,14.2443,14.3949,14.3047
06/05/2012,14.2319,14.2443,14.3949
06/06/2012,14.1116,14.2319,14.2443
06/07/2012,13.9355,14.1116,14.2319
06/08/2012,14.0351,13.9355,14.1116
06/09/2012,N/E,N/E,13.9355
06/10/2012,N/E,N/E,13.9355
06/11/2012,13.9625,14.0351,13.9355
06/12/2012,14.0060,13.9625,14.0351
06/13/2012,13.9700,14.0060,13.9625
06/14/2012,13.9974,13.9700,14.0060
06/15/2012,13.9115,13.9974,13.9700
06/16/2012,N/E,N/E,13.9974
06/17/2012,N/E,N/E,13.9974
06/18/2012,13.9154,13.9115,13.9974
06/19/2012,13.7033,13.9154,13.9115
06/20/2012,13.7257,13.7033,13.9154
06/21/2012,13.7668,13.7257,13.7033
06/22/2012,13.8490,13.7668,13.7257
06/23/2012,N/E,N/E,13.7668
06/24/2012,N/E,N/E,13.7668
06/25/2012,13.9542,13.8490,13.7668
06/26/2012,13.8616,13.9542,13.8490
06/27/2012,13.6652,13.8616,13.9542
06/28/2012,13.6530,13.6652,13.8616
06/29/2012,13.4084,13.6530,13.6652
06/30/2012,N/E,N/E,13.6530
07/01/2012,N/E,N/E,13.6530
07/02/2012,13.3970,13.4084,13.6530
07/03/2012,13.3174,13.3970,13.4084
07/04/2012,13.3617,13.3174,13.3970
07/05/2012,13.3508,13.3617,13.3174
07/06/2012,13.4925,13.3508,13.3617
07/07/2012,N/E,N/E,13.3508
07/08/2012,N/E,N/E,13.3508
07/09/2012,13.4533,13.4925,13.3508
07/10/2012,13.2924,13.4533,13.4925
07/11/2012,13.3241,13.2924,13.4533
07/12/2012,13.4795,13.3241,13.2924
07/13/2012,13.3449,13.4795,13.3241
07/14/2012,N/E,N/E,13.4795
07/15/2012,N/E,N/E,13.4795
07/16/2012,13.2832,13.3449,13.4795
07/17/2012,13.2226,13.2832,13.3449
07/18/2012,13.1201,13.2226,13.2832
07/19/2012,13.1921,13.1201,13.2226
07/20/2012,13.2928,13.1921,13.1201
07/21/2012,N/E,N/E,13.1921
07/22/2012,N/E,N/E,13.1921
07/23/2012,13.5218,13.2928,13.1921
07/24/2012,13.6796,13.5218,13.2928
07/25/2012,13.6541,13.6796,13.5218
07/26/2012,13.4425,13.6541,13.6796
07/27/2012,13.2837,13.4425,13.6541
07/28/2012,N/E,N/E,13.4425
07/29/2012,N/E,N/E,13.4425
07/30/2012,13.2644,13.2837,13.4425
07/31/2012,13.2833,13.2644,13.2837
08/01/2012,13.2867,13.2833,13.2644
08/02/2012,13.3927,13.2867,13.2833
08/03/2012,13.1357,13.3927,13.2867
08/04/2012,N/E,N/E,13.3927
08/05/2012,N/E,N/E,13.3927
08/06/2012,13.0708,13.1357,13.3927
08/07/2012,13.1849,13.0708,13.1357
08/08/2012,13.1891,13.1849,13.0708
08/09/2012,13.1188,13.1891,13.1849
08/10/2012,13.1094,13.1188,13.1891
08/11/2012,N/E,N/E,13.1188
08/12/2012,N/E,N/E,13.1188
08/13/2012,13.1474,13.1094,13.1188
08/14/2012,13.1311,13.1474,13.1094
08/15/2012,13.1639,13.1311,13.1474
08/16/2012,13.1430,13.1639,13.1311
08/17/2012,13.1745,13.1430,13.1639
08/18/2012,N/E,N/E,13.1430
08/19/2012,N/E,N/E,13.1430
08/20/2012,13.1261,13.1745,13.1430
08/21/2012,13.0854,13.1261,13.1745
08/22/2012,13.1762,13.0854,13.1261
08/23/2012,13.1284,13.1762,13.0854
08/24/2012,13.1760,13.1284,13.1762
08/25/2012,N/E,N/E,13.1284
08/26/2012,N/E,N/E,13.1284
08/27/2012,13.1703,13.1760,13.1284
08/28/2012,13.1847,13.1703,13.1760
08/29/2012,13.2746,13.1847,13.1703
08/30/2012,13.4172,13.2746,13.1847
08/31/2012,13.2571,13.4172,13.2746
09/01/2012,N/E,N/E,13.4172
09/02/2012,N/E,N/E,13.4172
09/03/2012,13.1910,13.2571,13.4172
09/04/2012,13.1793,13.1910,13.2571
09/05/2012,13.1221,13.1793,13.1910
09/06/2012,13.0483,13.1221,13.1793
09/07/2012,12.9976,13.0483,13.1221
09/08/2012,N/E,N/E,13.0483
09/09/2012,N/E,N/E,13.0483
09/10/2012,12.9921,12.9976,13.0483
09/11/2012,12.9992,12.9921,12.9976
09/12/2012,13.0305,12.9992,12.9921
09/13/2012,12.9749,13.0305,12.9992
09/14/2012,12.7458,12.9749,13.0305
09/15/2012,N/E,N/E,12.9749
09/16/2012,N/E,N/E,12.9749
09/17/2012,12.7492,12.7458,12.9749
09/18/2012,12.8192,12.7492,12.7458
09/19/2012,12.8235,12.8192,12.7492
09/20/2012,12.9042,12.8235,12.8192
09/21/2012,12.8376,12.9042,12.8235
09/22/2012,N/E,N/E,12.9042
09/23/2012,N/E,N/E,12.9042
09/24/2012,12.9123,12.8376,12.9042
09/25/2012,12.8233,12.9123,12.8376
09/26/2012,12.9170,12.8233,12.9123
09/27/2012,12.8521,12.9170,12.8233
09/28/2012,12.8695,12.8521,12.9170
09/29/2012,N/E,N/E,12.8521
09/30/2012,N/E,N/E,12.8521
10/01/2012,12.8178,12.8695,12.8521
10/02/2012,12.8375,12.8178,12.8695
10/03/2012,12.8528,12.8375,12.8178
10/04/2012,12.7589,12.8528,12.8375
10/05/2012,12.6987,12.7589,12.8528
10/06/2012,N/E,N/E,12.7589
10/07/2012,N/E,N/E,12.7589
10/08/2012,12.8426,12.6987,12.7589
10/09/2012,12.8680,12.8426,12.6987
10/10/2012,12.9119,12.8680,12.8426
10/11/2012,12.8792,12.9119,12.8680
10/12/2012,12.8901,12.8792,12.9119
10/13/2012,N/E,N/E,12.8792
10/14/2012,N/E,N/E,12.8792
10/15/2012,12.8188,12.8901,12.8792
10/16/2012,12.8077,12.8188,12.8901
10/17/2012,12.7981,12.8077,12.8188
10/18/2012,12.8299,12.7981,12.8077
10/19/2012,12.8551,12.8299,12.7981
10/20/2012,N/E,N/E,12.8299
10/21/2012,N/E,N/E,12.8299
